\database\database_achieveInfo.msbt
AchieveName_001	{r[ひゃくせんれんま]}百戦錬磨{/r}
EnemyName_135	{r[たいちょう]}隊長{/r}ラスプーチン
EnemyName_137	トツゲキ{r[へい]}兵{/r}シン
EnemyName_138	コウサク{r[へい]}兵{/r}ハポン
EnemyName_139	トクシュ{r[へい]}兵{/r}カーン
EnemyName_140	{r[たいちょう]}隊長{/r}アルスラン
EnemyName_141	{r[してんのう]}四天王{/r}サルマン
EnemyName_142	{r[してんのう]}四天王{/r}ラフマン
EnemyName_143	{r[してんのう]}四天王{/r}ケトマン
EnemyName_144	{r[してんのう]}四天王{/r}ノイマン
EnemyName_Glado	{r[こうてい]}皇帝{/r}グラード
EnemyName_221	チョウサ{r[へい]}兵{/r}ペトロフ
EnemyName_222	チョウサ{r[へい]}兵{/r}ゴレロフ
EnemyName_223	チョウサ{r[へい]}兵{/r}マニロフ
EnemyName_224	{r[たいちょう]}隊長{/r}シドロフ
EnemyName_225	チョウサ{r[へい]}兵{/r}ロマキナ
EnemyName_226	チョウサ{r[へい]}兵{/r}レスキナ
EnemyName_227	チョウサ{r[へい]}兵{/r}マルキナ
EnemyName_228	{r[たいちょう]}隊長{/r}カニスキナ
EnemyName_233	トツゲキ{r[へい]}兵{/r}オルロフ
EnemyName_234	コウサク{r[へい]}兵{/r}コズロフ
EnemyName_235	トクシュ{r[へい]}兵{/r}マロフ
EnemyName_236	{r[たいちょう]}隊長{/r}キーロフ
EnemyName_237	チョウサ{r[へい]}兵{/r}ソコロフ
EnemyName_238	チョウサ{r[へい]}兵{/r}カウロフ
EnemyName_239	チョウサ{r[へい]}兵{/r}ブーロフ
EnemyName_240	{r[たいちょう]}隊長{/r}ナザロフ
EnemyName_249	チョウサ{r[へい]}兵{/r}クドー
EnemyName_250	チョウサ{r[へい]}兵{/r}ゴドー
EnemyName_251	チョウサ{r[へい]}兵{/r}エンドー
EnemyName_252	{r[たいちょう]}隊長{/r}トードー
EnemyName_255	チョウサ{r[へい]}兵{/r}ローゾフ
EnemyName_256	チョウサ{r[へい]}兵{/r}ブーゾフ
EnemyName_257	チョウサ{r[へい]}兵{/r}シゾフ
EnemyName_258	{r[たいちょう]}隊長{/r}モロゾフ
EnemyName_259	トツゲキ{r[へい]}兵{/r}シュビン
EnemyName_260	コウサク{r[へい]}兵{/r}トルビン
EnemyName_261	トクシュ{r[へい]}兵{/r}グービン
EnemyName_262	{r[たいちょう]}隊長{/r}スクリャビン
EnemyName_263	チョウサ{r[へい]}兵{/r}パブロワ
EnemyName_264	チョウサ{r[へい]}兵{/r}ヤムキン
EnemyName_265	チョウサ{r[へい]}兵{/r}ハフキン
EnemyName_266	チョウサ{r[へい]}兵{/r}モロキン
EnemyName_267	{r[たいちょう]}隊長{/r}プーシキン
EnemyName_268	ランボルギーニン
EnemyName_271	{r[じゅじゅつし]}呪術師{/r}セイメイ
EnemyName_197	トツゲキ{r[へい]}兵{/r}ヤンゲリ
EnemyName_198	コウサク{r[へい]}兵{/r}ムシェリ
EnemyName_199	トクシュ{r[へい]}兵{/r}ペステリ
EnemyName_200	{r[たいちょう]}隊長{/r}ゴーゴリ
EnemyName_201	{r[〿ちょう]}超{/r}トツゲキ{r[へい]}兵{/r}ドラコ
EnemyName_202	{r[〿ちょう]}超{/r}トクシュ{r[へい]}兵{/r}タイガ
EnemyName_203	エリート{r[へい]}兵{/r}グリエフ
EnemyName_204	エリート{r[へい]}兵{/r}サラエフ
EnemyName_205	エリート{r[へい]}兵{/r}ユリエフ
EnemyName_206	{r[たいちょう]}隊長{/r}ゲルギエフ
EnemyName_253	チョウサ{r[へい]}兵{/r}アクバル
EnemyName_254	{r[たいちょう]}隊長{/r}ガンニバル
EnemyName_209	トツゲキ{r[へい]}兵{/r}ロッセリ
EnemyName_210	コウサク{r[へい]}兵{/r}ラッテリ
EnemyName_211	トクシュ{r[へい]}兵{/r}バーベリ
EnemyName_212	{r[たいちょう]}隊長{/r}ステッセリ
EnemyName_213	エリート{r[へい]}兵{/r}ベダレフ
EnemyName_214	エリート{r[へい]}兵{/r}コムレフ
EnemyName_215	エリート{r[へい]}兵{/r}カーレフ
EnemyName_216	{r[たいちょう]}隊長{/r}バラキレフ
EnemyName_217	{r[でんじほう]}電磁砲{/r}ニコノフ
EnemyName_218	{r[しょちょう]}所長{/r}チェレンコフ
EnemyName_269	チョウサ{r[へい]}兵{/r}アヴェン
EnemyName_270	{r[たいちょう]}隊長{/r}ナディン
EnemyName_219	{r[しゅりょう]}首領{/r}ワルーエフ
EnemyName_273	エリート{r[へい]}兵{/r}マカロワ
EnemyName_276	{r[たいちょう]}隊長{/r}ジューコフ
EnemyName_Ablicos_00	アブリコス
EnemyName_Sosuna_00	ソスナ
EnemyName_279	エリート{r[へい]}兵{/r}クライン
EnemyName_Yulia_00	ユーリア
EnemyName_Glado_00	グラード
EnemyName_282	{r[たいちょう]}隊長{/r}コスギン
EnemyName_Grom_00	グロム
EnemyName_Bambooque_00	バンブーク
EnemyName_285	エリート{r[へい]}兵{/r}オオシゲ
EnemyName_286	{r[でんじほう]}電磁砲{/r}フェドロフ
EnemyName_Musashi	ムサシ
EnemyName_291	エリート{r[へい]}兵{/r}レスコフ
EnemyName_294	エリート{r[へい]}兵{/r}メビウス
EnemyName_297	エリート{r[へい]}兵{/r}ユーギン
EnemyName_300	{r[たいちょう]}隊長{/r}ムラシゲ
StarGet_WinGod	%lsを{r[つか]}使{/r}って{r[しょうり]}勝利{/r}
StarGet_WinSushiEatMore	%d皿{r[た]}食{/r}べて{r[しょうり]}勝利{/r}
StarGet_WinSushiEatLess	%d皿{r[いない]}以内{/r}で{r[しょうり]}勝利{/r}
StarGet_WinSushiEatKind	%d{r[しゅるい]}種類{/r}のネタを{r[た]}食{/r}べて{r[しょうり]}勝利{/r}
StarGet_WinPile	%d皿{r[いじょう]}以上{/r}つなげて{r[しょうり]}勝利{/r}
StarGet_WinFavEat	{r[こうぶつ]}好物{/r}を%d皿{r[た]}食{/r}べて{r[しょうり]}勝利{/r}
StarGet_WinRainbow	{r[にじざら]}虹皿{/r}を%d回{r[つく]}作{/r}って{r[しょうり]}勝利{/r}
StarGet_WinCombo	%dコンボ{r[たっせい]}達成{/r}して{r[しょうり]}勝利{/r}
StarGet_WinBreak	{r[てき]}敵{/r}の{r[さら]}皿{/r}を%d枚{r[わ]}割{/r}って{r[しょうり]}勝利{/r}
StarGet_WinSkill	スキルを%d回{r[つか]}使{/r}って{r[しょうり]}勝利{/r}
StarGet_WinSkill_sgl	スキルを%d回{r[つか]}使{/r}って{r[しょうり]}勝利{/r}
StarGet_WinLessSkill	スキル{r[しよう]}使用{/r}%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinLessSkill_sgl	スキル{r[しよう]}使用{/r}%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinNoSkill	スキルを{r[つか]}使{/r}わずに{r[しょうり]}勝利{/r}
StarGet_WinFes	スシ{r[まつ]}祭{/r}りを%d回{r[お]}起{/r}こして{r[しょうり]}勝利{/r}
StarGet_WinFes_sgl	スシ{r[まつ]}祭{/r}りを%d回{r[お]}起{/r}こして{r[しょうり]}勝利{/r}
StarGet_WinHpMore	HP%d％{r[いじょう]}以上{/r}を{r[のこ]}残{/r}して{r[しょうり]}勝利{/r}
StarGet_WinTimeLess	%d秒{r[いない]}以内{/r}に{r[しょうり]}勝利{/r}
StarGet_WinScoreMore	スコア%d{r[いじょう]}以上{/r}で{r[しょうり]}勝利{/r}
StarGet_RankA	ランクA{r[いじょう]}以上{/r}を{r[と]}取{/r}って{r[しょうり]}勝利{/r}
StarGet_RankB	ランクB{r[いじょう]}以上{/r}を{r[と]}取{/r}って{r[しょうり]}勝利{/r}
StarGet_OnlyAutoShoot	{r[じどう]}自動{/r}シュートのみで{r[しょうり]}勝利{/r}
StarGet_WinLastAtk	とどめのアタック%d{r[いじょう]}以上{/r}
StarGet_WinPileLess	%d皿{r[いじょうたか]}以上高{/r}く{r[つ]}積{/r}まずに{r[しょうり]}勝利{/r}
StarGet_WinAutoShootLess	{r[じどう]}自動{/r}シュート%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinRecover	HPを%d{r[いじょうかいふく]}以上回復{/r}して{r[しょうり]}勝利{/r}
StarGet_WinWithoutGod	%lsを{r[い]}入{/r}れずに{r[しょうり]}勝利{/r}
GodSkillName_Double	{r[ばいばい]}倍々{/r}シュート
GodSkillName_EnemyLaneSpd	{r[ぼうそうとっきゅう]}暴走特急{/r}レーン
GodSkillName_SweetsHeaven	スイーツ{r[てんごく]}天国{/r}
GodSkillName_100Free	{r[ひゃくれんざら]}百連皿{/r}
GodSkillName_Skeleton	{r[とうめい]}透明{/r}ライカー
GodSkillName_Wasabi	ワサビ{r[だい]}大{/r}サービス
GodSkillName_Oke	じゃまオケ{r[じごく]}地獄{/r}
GodSkillName_ShockShoot	{r[でんげき]}電撃{/r}シュート
GodSkillName_BarrierShield	バリアシールド
GodSkillName_EatVacuum	バキューム{r[ぐ]}食{/r}い
GodSkillName_YoursIsMine	お{r[まえ]}前{/r}のスシは{r[おれ]}俺{/r}のスシ
GodSkillName_AddInsidiouslyDish	いつの{r[ま]}間{/r}に{r[ついかざら]}追加皿{/r}
GodSkillName_SkillCharge	{r[ちょうそく]}超速{/r}スキルチャージ
GodSkillName_DishRankEne	{r[さらいろ]}皿色{/r}グレードダウン
GodSkillName_LaneSpdAll	ダブル{r[きゅうこう]}急行{/r}レーン
GodSkillName_SkillUseNgAll	{r[りょうじん]}両陣{/r}スキル{r[きんしれい]}禁止令{/r}
GodSkillName_SkillUseNgEne	{r[てきじん]}敵陣{/r}スキル{r[きんしれい]}禁止令{/r}
GodSkillName_DishAtkUp	{r[さら]}皿{/r}クラッシャー
GodSkillName_DirectAttack	グレートアロー
GodSkillName_LifeHunter	ライフハンター
GodSkillName_EatMyway	マイウェイ{r[ぐ]}食{/r}い
GodSkillName_SoulShoot	ソウルシュート
GodSkillName_SkillGaugeHunt	スキルパワーハンター
GodSkillName_FesHunt	お{r[まつ]}祭{/r}りハンター
GodSkillName_TableBreak	テーブルアロー
GodSkillName_TableDishLifeup	つみ{r[ざらちょうかいふく]}皿超回復{/r}
GodSkillName_ComboBonus	コンボキャンペーン
GodSkillName_NgAutoShoot	{r[じどう]}自動{/r}シュート{r[ふういん]}封印{/r}
GodSkillName_DamageReflection	{r[ぜんりょく]}全力{/r}しっぺ{r[かえ]}返{/r}し
GodSkillName_RobSheld	ぶんどりシールド
GodSkillName_FruitsParadise	フルーツパラダイス
GodSkillName_HpChange	{r[うんめいこうかん]}運命交換{/r}
GodSkillName_SkillTerminate	スキルクリーン
GodSkillName_CmnMonopoly	{r[どくせんきょうつう]}独占共通{/r}レーン
GodSkillName_SkillCopy	スキルコピー
GodSkillName_DishInvisible	{r[しっこくざら]}漆黒皿{/r}
GodSkillName_DishWall	{r[はちさら]}八皿{/r}ウォール
GodSkillName_LivemonitorOwn	スーパースター
GodSkillName_LivemonitorEne	スーパースカウト
GodSkillName_ShockShoot2	{r[らいげき]}雷撃{/r}シュート
GodSkillName_SushiDisappear	スシ{r[き]}消{/r}え～る
GodSkillName_LaneHighClass	{r[こうきゅう]}高級{/r}ライカー
GodSkillName_LaneFill	スシ{r[づ]}詰{/r}め{r[てんごく]}天国{/r}
GodSkillName_LightClothes	ヒカリノコロモ
GodSkillName_ShrineBlind	{r[ぜつぼう]}絶望{/r}の{r[かべ]}壁{/r}
GodSkillName_SushiShuffleer	スシシャッフラー
GodSkillName_BombSend	ボムおく～る
GodSkillName_TubConveyor	オケ{r[はざま]}狭間{/r}の{r[たたか]}戦{/r}い
GodSkillName_DishReducer	{r[さら]}皿{/r}ちぢ～む
GodSkillName_LaneLowClass	お{r[て]}手{/r}ごろライカー
GodSkillName_ComboWall	コンボウォール
ItemName_Burner	あぶりバーナー
ItemName_OhudaExpS	けいけんのおふだ{r[しょう]}小{/r}
ItemName_OhudaExpM	けいけんのおふだ{r[ちゅう]}中{/r}
ItemName_OhudaExpL	けいけんのおふだ{r[だい]}大{/r}
ItemName_OhudaDefS	まもりのおふだ{r[しょう]}小{/r}
ItemName_OhudaDefM	まもりのおふだ{r[ちゅう]}中{/r}
ItemName_OhudaDefL	まもりのおふだ{r[だい]}大{/r}
ItemName_OhudaSkill	スキルのおふだ
ItemName_OhudaSkillC	スキルのおふだ{r[だい]}大{/r}
ItemName_PlayerHpS	スタミナのかんづめ
ItemName_PlayerAtkS	ちからのかんづめ
ItemName_GearHero	スシライカーズギア
ItemName_GearSuper	スーパーギア
ItemName_GearHyper	ハイパーギア
ItemName_GearUltimate	アルティメットギア
ItemName_GearStream	ストリームギア
ItemName_GearQuick	クイックギア
ItemName_GearLittle	リトルギア
ItemName_ReadyRetryS	ふっかつのまめ{r[しょう]}小{/r}
ItemName_ReadyRetryM	ふっかつのまめ{r[ちゅう]}中{/r}
ItemName_ReadyRetryL	ふっかつのまめ{r[だい]}大{/r}
ItemName_ReadyRetryC	{r[ちょう]}超{/r}ふっかつのまめ
ItemName_ScenarioSukajan	スカジャン
ItemName_ScenarioDictionary	スシガミ{r[だいひゃっか]}大百科{/r}
ItemName_ScenarioHelp	スシライカー{r[とら]}虎{/r}の{r[まき]}巻{/r}
ItemName_ScenarioKey01	アブリコスのカギ
ItemName_ScenarioKey02	バンブークのカギ
ItemName_ScenarioKey03	ソスナのカギ
ItemName_Stone	ふしぎな{r[いし]}石{/r}
ItemName_StoneBig	ふしぎな{r[まるいし]}丸石{/r}
ItemName_OhudaPT	パーティーのおふだ
ItemName_LimitOverScore	{r[しゅぎょう]}修行{/r}の{r[くろおび]}黒帯{/r}
ItemName_ResearchDoc	ひみつの{r[けんきゅうしりょう]}研究資料{/r}
ItemName_ContractDish00	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish01	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish02	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish03	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish04	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish05	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish06	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish07	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish08	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish09	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish10	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish11	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish12	みけいやくの{r[さら]}皿{/r}
ItemName_Burner_lc	あぶりバーナー
ItemName_PlayerHpS_lc	スタミナのかんづめ
ItemName_PlayerAtkS_lc	ちからのかんづめ
ItemName_GearSuper_lc	スーパーギア
ItemName_GearStream_lc	ストリームギア
ItemName_ReadyRetryS_lc	ふっかつのまめ{r[しょう]}小{/r}
ItemName_ReadyRetryM_lc	ふっかつのまめ{r[ちゅう]}中{/r}
ItemName_ReadyRetryL_lc	ふっかつのまめ{r[だい]}大{/r}
ItemName_ReadyRetryC_lc	{r[ちょう]}超{/r}ふっかつのまめ
ItemName_LimitOverScore_lc	{r[しゅぎょう]}修行{/r}の{r[くろおび]}黒帯{/r}
ItemName_ContractDish00_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish01_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish02_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish03_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish04_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish05_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish06_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish07_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish08_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish09_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish10_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish11_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish12_lc	みけいやくの{r[さら]}皿{/r}
GodName_God001	ジンライ
GodName_God002	ジンライ
GodName_God003	ジンライ
GodName_God004	アラオウ
GodName_God005	アラオウ
GodName_God007	キャッテン
GodName_God008	キャッテン
GodName_God010	クマテン
GodName_God011	クマテン
GodName_God012	クマテン
GodName_God013	ユニカン
GodName_God014	ユニカン
GodName_God016	ペンゾー
GodName_God017	ペンゾー
GodName_God018	ペンゾー
GodName_God019	オルテン
GodName_God020	オルテン
GodName_God022	サボカン
GodName_God023	サボカン
GodName_God025	ピョンテン
GodName_God026	ピョンテン
GodName_God027	ピョンテン
GodName_God028	イナゾー
GodName_God029	イナゾー
GodName_God031	モグゾー
GodName_God034	ゴクオウ
GodName_God035	ゴクオウ
GodName_God037	スイテン
GodName_God038	スイテン
GodName_God042	ゴウライ
GodName_God043	トラゾー
GodName_God044	トラゾー
GodName_God045	トラゾー
GodName_God046	クリステン
GodName_God047	クリステン
GodName_God048	クリステン
GodName_God049	ホノカン
GodName_God050	ホノカン
GodName_God051	ホノカン
GodName_God052	チェリカン
GodName_God053	チェリカン
GodName_God054	チェリカン
GodName_God055	ロズカン
GodName_God056	ロズカン
GodName_God057	ロズカン
GodName_God058	リュウカン
GodName_God059	リュウカン
GodName_God060	リュウカン
GodName_God061	エレカン
GodName_God062	エレカン
GodName_God063	エレカン
GodName_God064	ボンテン
GodName_God065	ボンテン
GodName_God066	ボンテン
GodName_God067	バッテン
GodName_God068	バッテン
GodName_God069	バッテン
GodName_God070	ドルカン
GodName_God071	ドルカン
GodName_God073	ホウテン
GodName_God074	ホウテン
GodName_God076	カズラサツ
GodName_God077	カズラサツ
GodName_God079	ユキゾー
GodName_God080	ユキゾー
GodName_God082	スノゾー
GodName_God083	スノゾー
GodName_God085	ガロオウ
GodName_God086	ガロオウ
GodName_God088	カメレサツ
GodName_God089	カメレサツ
GodName_God091	ウッソー
GodName_God094	ケロゾー
GodName_God097	ギュウゾー
GodName_God098	ギュウゾー
GodName_God100	マウソー
GodName_God103	ハッカン
GodName_God104	ハッカン
GodName_God106	コンカン
GodName_God107	コンカン
GodName_God109	カマオウ
GodName_God112	クラウゾー
GodName_God113	クラウゾー
GodName_God115	タケゾー
GodName_God116	タケゾー
GodName_God118	ゴレカン
GodName_God119	ゴレカン
GodName_God121	バケゾー
GodName_God122	バケゾー
GodName_God124	ヘルゾー
GodName_God125	ヘルゾー
GodName_God127	ノムゾー
GodName_God128	ノムゾー
GodName_God130	バクゾー
GodName_God131	バクゾー
GodName_God133	プラオウ
GodName_God134	プラオウ
GodName_God136	ポポカン
GodName_God137	ポポカン
GodName_God139	フェアテン
GodName_God140	フェアテン
GodName_God142	ワニオウ
GodName_God145	クロカン
GodName_God146	クロカン
GodName_God148	アヌビサツ
SushiLikerRankName_00	初段
SushiLikerRankName_01	２段
SushiLikerRankName_02	３段
SushiLikerRankName_03	４段
SushiLikerRankName_04	５段
SushiLikerRankName_05	６段
SushiLikerRankName_06	７段
SushiLikerRankName_07	８段
SushiLikerRankName_08	９段
SushiLikerRankName_09	１０段
PlayerTitledName_00	{r[きょうわこく]}共和国{/r}の{r[しょうねん]}少年{/r}
PlayerTitledName_00_f	{r[きょうわこく]}共和国{/r}の{r[しょうじょ]}少女{/r}
PlayerTitledName_01	かけだしスシライカー
PlayerTitledName_02	スシ{r[かいほうせんせん]}解放戦線{/r}メンバー
PlayerTitledName_03	{r[ゆうげき]}遊撃{/r}のスシライカー
PlayerTitledName_04	スシ{r[かいほうせんせん]}解放戦線{/r}の{r[きぼう]}希望{/r}
PlayerTitledName_05	{r[さきがけ]}魁{/r}のスシライカー
PlayerTitledName_06	スシ{r[かいほうせんせん]}解放戦線{/r}リーダー
PlayerTitledName_07	{r[しの]}忍{/r}びのスシライカー
PlayerTitledName_08	{r[かんしゃ]}感謝{/r}のスシライカー
PlayerTitledName_09	{r[きぼう]}希望{/r}のスシライカー
PlayerTitledName_10	スーパースシライカー
PlayerName	ムサシ
DecimalPoint	.
\database\database_favPowerInfo.msbt
SushiFavPowerInfo_Kappa	ミネラルのパワーで、\n{r[じぶん]}自分{/r}のスキルゲージがすべて{r[まん]}満{/r}タンの{r[とき]}時{/r}、\n{r[あた]}与{/r}えるダメージが{c[ffae00]}18％{c[000000]}{r[ふ]}増{/r}える。
SushiFavPowerInfo_Tamago	たまごパワーで、\nいくせいスシガミが{r[え]}得{/r}られる{r[けいけんち]}経験値{/r}が\n{c[ffae00]}18％{c[000000]}{r[ふ]}増{/r}える。
