\database\database_area.msbt
areaName_area01	{r[きょうわこく]}共和国{/r}
StarGet_WinLessSkill	スキル{r[しよう]}使用{/r}%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinLessSkill_sgl	スキル{r[しよう]}使用{/r}%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinNoSkill	スキルを{r[つか]}使{/r}わずに{r[しょうり]}勝利{/r}
StarGet_WinFes	スシ{r[まつ]}祭{/r}りを%d回{r[お]}起{/r}こして{r[しょうり]}勝利{/r}
StarGet_WinFes_sgl	スシ{r[まつ]}祭{/r}りを%d回{r[お]}起{/r}こして{r[しょうり]}勝利{/r}
StarGet_WinHpMore	HP%d％{r[いじょう]}以上{/r}を{r[のこ]}残{/r}して{r[しょうり]}勝利{/r}
StarGet_WinTimeLess	%d秒{r[いない]}以内{/r}に{r[しょうり]}勝利{/r}
StarGet_WinScoreMore	スコア%d{r[いじょう]}以上{/r}で{r[しょうり]}勝利{/r}
StarGet_RankA	ランクA{r[いじょう]}以上{/r}を{r[と]}取{/r}って{r[しょうり]}勝利{/r}
StarGet_RankB	ランクB{r[いじょう]}以上{/r}を{r[と]}取{/r}って{r[しょうり]}勝利{/r}
StarGet_OnlyAutoShoot	{r[じどう]}自動{/r}シュートのみで{r[しょうり]}勝利{/r}
StarGet_WinLastAtk	とどめのアタック%d{r[いじょう]}以上{/r}
StarGet_WinPileLess	%d皿{r[いじょうたか]}以上高{/r}く{r[つ]}積{/r}まずに{r[しょうり]}勝利{/r}
StarGet_WinAutoShootLess	{r[じどう]}自動{/r}シュート%d回{r[いか]}以下{/r}で{r[しょうり]}勝利{/r}
StarGet_WinRecover	HPを%d{r[いじょうかいふく]}以上回復{/r}して{r[しょうり]}勝利{/r}
StarGet_WinWithoutGod	%lsを{r[い]}入{/r}れずに{r[しょうり]}勝利{/r}
GodSkillName_Double	{r[ばいばい]}倍々{/r}シュート
GodSkillName_EnemyLaneSpd	{r[ぼうそうとっきゅう]}暴走特急{/r}レーン
GodSkillName_SweetsHeaven	スイーツ{r[てんごく]}天国{/r}
GodSkillName_100Free	{r[ひゃくれんざら]}百連皿{/r}
GodSkillName_Skeleton	{r[とうめい]}透明{/r}ライカー
GodSkillName_Wasabi	ワサビ{r[だい]}大{/r}サービス
GodSkillName_Oke	じゃまオケ{r[じごく]}地獄{/r}
GodSkillName_ShockShoot	{r[でんげき]}電撃{/r}シュート
GodSkillName_BarrierShield	バリアシールド
GodSkillName_EatVacuum	バキューム{r[ぐ]}食{/r}い
GodSkillName_YoursIsMine	お{r[まえ]}前{/r}のスシは{r[おれ]}俺{/r}のスシ
GodSkillName_AddInsidiouslyDish	いつの{r[ま]}間{/r}に{r[ついかざら]}追加皿{/r}
GodSkillName_SkillCharge	{r[ちょうそく]}超速{/r}スキルチャージ
GodSkillName_DishRankEne	{r[さらいろ]}皿色{/r}グレードダウン
GodSkillName_LaneSpdAll	ダブル{r[きゅうこう]}急行{/r}レーン
GodSkillName_SkillUseNgAll	{r[りょうじん]}両陣{/r}スキル{r[きんしれい]}禁止令{/r}
GodSkillName_SkillUseNgEne	{r[てきじん]}敵陣{/r}スキル{r[きんしれい]}禁止令{/r}
GodSkillName_DishAtkUp	{r[さら]}皿{/r}クラッシャー
GodSkillName_DirectAttack	グレートアロー
GodSkillName_LifeHunter	ライフハンター
GodSkillName_EatMyway	マイウェイ{r[ぐ]}食{/r}い
GodSkillName_SoulShoot	ソウルシュート
GodSkillName_SkillGaugeHunt	スキルパワーハンター
GodSkillName_FesHunt	お{r[まつ]}祭{/r}りハンター
GodSkillName_TableBreak	テーブルアロー
GodSkillName_TableDishLifeup	つみ{r[ざらちょうかいふく]}皿超回復{/r}
GodSkillName_ComboBonus	コンボキャンペーン
GodSkillName_NgAutoShoot	{r[じどう]}自動{/r}シュート{r[ふういん]}封印{/r}
GodSkillName_DamageReflection	{r[ぜんりょく]}全力{/r}しっぺ{r[かえ]}返{/r}し
GodSkillName_RobSheld	ぶんどりシールド
GodSkillName_FruitsParadise	フルーツパラダイス
GodSkillName_HpChange	{r[うんめいこうかん]}運命交換{/r}
GodSkillName_SkillTerminate	スキルクリーン
GodSkillName_CmnMonopoly	{r[どくせんきょうつう]}独占共通{/r}レーン
GodSkillName_SkillCopy	スキルコピー
GodSkillName_DishInvisible	{r[しっこくざら]}漆黒皿{/r}
GodSkillName_DishWall	{r[はちさら]}八皿{/r}ウォール
GodSkillName_LivemonitorOwn	スーパースター
GodSkillName_LivemonitorEne	スーパースカウト
GodSkillName_ShockShoot2	{r[らいげき]}雷撃{/r}シュート
GodSkillName_SushiDisappear	スシ{r[き]}消{/r}え～る
GodSkillName_LaneHighClass	{r[こうきゅう]}高級{/r}ライカー
GodSkillName_LaneFill	スシ{r[づ]}詰{/r}め{r[てんごく]}天国{/r}
GodSkillName_LightClothes	ヒカリノコロモ
GodSkillName_ShrineBlind	{r[ぜつぼう]}絶望{/r}の{r[かべ]}壁{/r}
GodSkillName_SushiShuffleer	スシシャッフラー
GodSkillName_BombSend	ボムおく～る
GodSkillName_TubConveyor	オケ{r[はざま]}狭間{/r}の{r[たたか]}戦{/r}い
GodSkillName_DishReducer	{r[さら]}皿{/r}ちぢ～む
GodSkillName_LaneLowClass	お{r[て]}手{/r}ごろライカー
GodSkillName_ComboWall	コンボウォール
ItemName_Burner	あぶりバーナー
ItemName_OhudaExpS	けいけんのおふだ{r[しょう]}小{/r}
ItemName_OhudaExpM	けいけんのおふだ{r[ちゅう]}中{/r}
ItemName_OhudaExpL	けいけんのおふだ{r[だい]}大{/r}
ItemName_OhudaDefS	まもりのおふだ{r[しょう]}小{/r}
ItemName_OhudaDefM	まもりのおふだ{r[ちゅう]}中{/r}
ItemName_OhudaDefL	まもりのおふだ{r[だい]}大{/r}
ItemName_OhudaSkill	スキルのおふだ
ItemName_OhudaSkillC	スキルのおふだ{r[だい]}大{/r}
ItemName_PlayerHpS	スタミナのかんづめ
ItemName_PlayerAtkS	ちからのかんづめ
ItemName_GearHero	スシライカーズギア
ItemName_GearSuper	スーパーギア
ItemName_GearHyper	ハイパーギア
ItemName_GearUltimate	アルティメットギア
ItemName_GearStream	ストリームギア
ItemName_GearQuick	クイックギア
ItemName_GearLittle	リトルギア
ItemName_ReadyRetryS	ふっかつのまめ{r[しょう]}小{/r}
ItemName_ReadyRetryM	ふっかつのまめ{r[ちゅう]}中{/r}
ItemName_ReadyRetryL	ふっかつのまめ{r[だい]}大{/r}
ItemName_ReadyRetryC	{r[ちょう]}超{/r}ふっかつのまめ
ItemName_ScenarioSukajan	スカジャン
ItemName_ScenarioDictionary	スシガミ{r[だいひゃっか]}大百科{/r}
ItemName_ScenarioHelp	スシライカー{r[とら]}虎{/r}の{r[まき]}巻{/r}
ItemName_ScenarioKey01	アブリコスのカギ
ItemName_ScenarioKey02	バンブークのカギ
ItemName_ScenarioKey03	ソスナのカギ
ItemName_Stone	ふしぎな{r[いし]}石{/r}
ItemName_StoneBig	ふしぎな{r[まるいし]}丸石{/r}
ItemName_OhudaPT	パーティーのおふだ
ItemName_LimitOverScore	{r[しゅぎょう]}修行{/r}の{r[くろおび]}黒帯{/r}
ItemName_ResearchDoc	ひみつの{r[けんきゅうしりょう]}研究資料{/r}
ItemName_ContractDish00	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish01	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish02	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish03	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish04	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish05	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish06	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish07	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish08	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish09	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish10	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish11	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish12	みけいやくの{r[さら]}皿{/r}
ItemName_Burner_lc	あぶりバーナー
ItemName_PlayerHpS_lc	スタミナのかんづめ
ItemName_PlayerAtkS_lc	ちからのかんづめ
ItemName_GearSuper_lc	スーパーギア
ItemName_GearStream_lc	ストリームギア
ItemName_ReadyRetryS_lc	ふっかつのまめ{r[しょう]}小{/r}
ItemName_ReadyRetryM_lc	ふっかつのまめ{r[ちゅう]}中{/r}
ItemName_ReadyRetryL_lc	ふっかつのまめ{r[だい]}大{/r}
ItemName_ReadyRetryC_lc	{r[ちょう]}超{/r}ふっかつのまめ
ItemName_LimitOverScore_lc	{r[しゅぎょう]}修行{/r}の{r[くろおび]}黒帯{/r}
ItemName_ContractDish00_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish01_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish02_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish03_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish04_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish05_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish06_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish07_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish08_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish09_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish10_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish11_lc	みけいやくの{r[さら]}皿{/r}
ItemName_ContractDish12_lc	みけいやくの{r[さら]}皿{/r}
ItemName_CollaboTicket	チャレンジけん
ItemName_CollaboItem01	まぐろラッコのまぐろ
ItemName_CollaboItem02	スシローのおふだ
ItemName_CollaboItem03	スシローのおまもり
ItemName_CollaboTicket_lc	チャレンジけん
ItemName_CollaboItem01_lc	まぐろラッコのまぐろ
ItemName_CollaboItem02_lc	スシローのおふだ
ItemName_CollaboItem03_lc	スシローのおまもり
GodName_God001	ジンライ
GodName_God002	ジンライ
GodName_God003	ジンライ
GodName_God004	アラオウ
GodName_God005	アラオウ
GodName_God007	キャッテン
GodName_God008	キャッテン
GodName_God010	クマテン
GodName_God011	クマテン
GodName_God012	クマテン
GodName_God013	ユニカン
GodName_God014	ユニカン
GodName_God016	ペンゾー
GodName_God017	ペンゾー
GodName_God018	ペンゾー
GodName_God019	オルテン
GodName_God020	オルテン
GodName_God022	サボカン
GodName_God023	サボカン
GodName_God025	ピョンテン
GodName_God026	ピョンテン
GodName_God027	ピョンテン
GodName_God028	イナゾー
GodName_God029	イナゾー
GodName_God031	モグゾー
GodName_God034	ゴクオウ
GodName_God035	ゴクオウ
GodName_God037	スイテン
GodName_God038	スイテン
GodName_God042	ゴウライ
GodName_God043	トラゾー
GodName_God044	トラゾー
GodName_God045	トラゾー
GodName_God046	クリステン
GodName_God047	クリステン
GodName_God048	クリステン
GodName_God049	ホノカン
GodName_God050	ホノカン
GodName_God051	ホノカン
GodName_God052	チェリカン
GodName_God053	チェリカン
GodName_God054	チェリカン
GodName_God055	ロズカン
GodName_God056	ロズカン
GodName_God057	ロズカン
GodName_God058	リュウカン
GodName_God059	リュウカン
GodName_God060	リュウカン
GodName_God061	エレカン
GodName_God062	エレカン
GodName_God063	エレカン
GodName_God064	ボンテン
GodName_God065	ボンテン
GodName_God066	ボンテン
GodName_God067	バッテン
GodName_God068	バッテン
GodName_God069	バッテン
GodName_God070	ドルカン
GodName_God071	ドルカン
GodName_God073	ホウテン
GodName_God074	ホウテン
GodName_God076	カズラサツ
GodName_God077	カズラサツ
GodName_God079	ユキゾー
GodName_God080	ユキゾー
GodName_God082	スノゾー
GodName_God083	スノゾー
GodName_God085	ガロオウ
GodName_God086	ガロオウ
GodName_God088	カメレサツ
GodName_God089	カメレサツ
GodName_God091	ウッソー
GodName_God094	ケロゾー
GodName_God097	ギュウゾー
GodName_God098	ギュウゾー
GodName_God100	マウソー
GodName_God103	ハッカン
GodName_God104	ハッカン
GodName_God106	コンカン
GodName_God107	コンカン
GodName_God109	カマオウ
GodName_God112	クラウゾー
GodName_God113	クラウゾー
GodName_God115	タケゾー
GodName_God116	タケゾー
GodName_God118	ゴレカン
GodName_God119	ゴレカン
GodName_God121	バケゾー
GodName_God122	バケゾー
GodName_God124	ヘルゾー
GodName_God125	ヘルゾー
GodName_God127	ノムゾー
GodName_God128	ノムゾー
GodName_God130	バクゾー
GodName_God131	バクゾー
GodName_God133	プラオウ
GodName_God134	プラオウ
GodName_God136	ポポカン
GodName_God137	ポポカン
GodName_God139	フェアテン
GodName_God140	フェアテン
GodName_God142	ワニオウ
GodName_God145	クロカン
GodName_God146	クロカン
GodName_God148	アヌビサツ
GodName_GodC001	まぐろラッコ
GodName_GodC002	いくらパンダ
GodName_GodC003	うにライオン
GodName_GodC004	いかタイガー
GodName_GodC005	えびウサギ
GodName_GodC006	たまコッコ
GodName_GodC007	サーモンしろくま
GodName_GodC008	クマねぎまぐろ
GodName_GodC009	くろねコーン
GodName_GodC010	タコひつじ
GodName_GodC011	はまちネコ
GodName_GodC012	あじカワウソ
GodName_GodC013	ポテトビーバー
SushiLikerRankName_00	初段
SushiLikerRankName_01	２段
SushiLikerRankName_02	３段
SushiLikerRankName_03	４段
SushiLikerRankName_04	５段
SushiLikerRankName_05	６段
SushiLikerRankName_06	７段
SushiLikerRankName_07	８段
SushiLikerRankName_08	９段
SushiLikerRankName_09	１０段
PlayerTitledName_00	{r[きょうわこく]}共和国{/r}の{r[しょうねん]}少年{/r}
PlayerTitledName_00_f	{r[きょうわこく]}共和国{/r}の{r[しょうじょ]}少女{/r}
PlayerTitledName_01	かけだしスシライカー
PlayerTitledName_02	スシ{r[かいほうせんせん]}解放戦線{/r}メンバー
PlayerTitledName_03	{r[ゆうげき]}遊撃{/r}のスシライカー
PlayerTitledName_04	スシ{r[かいほうせんせん]}解放戦線{/r}の{r[きぼう]}希望{/r}
PlayerTitledName_05	{r[さきがけ]}魁{/r}のスシライカー
PlayerTitledName_06	スシ{r[かいほうせんせん]}解放戦線{/r}リーダー
PlayerTitledName_07	{r[しの]}忍{/r}びのスシライカー
PlayerTitledName_08	{r[かんしゃ]}感謝{/r}のスシライカー
PlayerTitledName_09	{r[きぼう]}希望{/r}のスシライカー
PlayerTitledName_10	スーパースシライカー
PlayerName	ムサシ
DecimalPoint	.
\database\database_godInfo.msbt
GodInfo_God001	{r[しろしし]}白獅子{/r}の{r[すがた]}姿{/r}をとったスシガミ。\nスシガミとして{r[さいこうい]}最高位{/r}の{r[ちから]}力{/r}を{r[ひ]}秘{/r}めるという。
GodInfo_God002	{r[すこ]}少{/r}し{r[ちから]}力{/r}を{r[と]}取{/r}り{r[もど]}戻{/r}した{r[すがた]}姿{/r}。たまに\nブラッシングしてあげるとご{r[きげん]}機嫌{/r}になる。
GodInfo_God003	ゴウライと{r[つい]}対{/r}を{r[な]}成{/r}す{r[さいこうい]}最高位{/r}のスシガミ。\n{r[でんせつ]}伝説{/r}のスシガミとして{r[かた]}語{/r}り{r[つ]}継{/r}がれている。
GodInfo_God004	アライグマの{r[すがた]}姿{/r}をとったスシガミ。\nまっすぐ{r[まじめ]}真面目{/r}で、きれい{r[ず]}好{/r}きな{r[しんし]}紳士{/r}。
GodInfo_God005	{r[よご]}汚{/r}れを{r[み]}見{/r}ると{r[そうじ]}掃除{/r}せずにはいられない。\nとにかく{r[なん]}何{/r}でも{r[みず]}水{/r}で{r[あら]}洗{/r}ってしまう。
GodInfo_God007	ネコの{r[すがた]}姿{/r}をとったスシガミ。\nとても{r[かんだい]}寛大{/r}で、{r[ちい]}小{/r}さなことは{r[き]}気{/r}にしない。
GodInfo_God008	{r[くろうにん]}苦労人{/r}や、{r[ぜんこう]}善行{/r}をはたらく{r[もの]}者{/r}には\nスシをたらふく{r[た]}食{/r}べさせてあげるという。
GodInfo_God010	クマの{r[すがた]}姿{/r}をとったスシガミ。\nこの{r[すがた]}姿{/r}からは{r[そうぞう]}想像{/r}もできないほどの{r[ちから]}力{/r}もち。
GodInfo_God011	はりきり{r[や]}屋{/r}さんで、いつも{r[ぜんりょく]}全力{/r}。\n{r[て]}手{/r}を{r[ぬ]}抜{/r}く…という{r[かんかく]}感覚{/r}がわからないという。
GodInfo_God012	{r[げんかく]}厳格{/r}にして{r[けんろう]}堅牢{/r}なるスシガミ。\n{r[たいぼく]}大木{/r}の{r[ごと]}如{/r}き{r[くっきょう]}屈強{/r}な{r[てあし]}手足{/r}で、{r[あいて]}相手{/r}をなぎ{r[たお]}倒{/r}す。
GodInfo_God013	ユニコーンの{r[すがた]}姿{/r}をとったスシガミ。\n{r[はし]}走{/r}ると、キラキラした{r[りゅうし]}粒子{/r}が{r[ちゅう]}宙{/r}を{r[ま]}舞{/r}う。
GodInfo_God014	{r[びてきかんかく]}美的感覚{/r}がとても{r[するど]}鋭{/r}い。{r[み]}見{/r}た{r[め]}目{/r}の{r[うつく]}美{/r}しさより\nも、{r[こころ]}心{/r}の{r[うつく]}美{/r}しさが{r[もっと]}最{/r}も{r[だいじ]}大事{/r}だという。
GodInfo_God016	ペンギンの{r[すがた]}姿{/r}をとったスシガミ。\n{r[おお]}大{/r}きなシルクハットはよくずり{r[お]}落{/r}ちている。
GodInfo_God017	おしゃべりが{r[だいす]}大好{/r}きなマジシャン。\n{r[いきお]}勢{/r}いでタネ{r[あ]}明{/r}かしもしてしまう…らしい。
GodInfo_God018	{r[ごうせい]}豪勢{/r}にして{r[のうべん]}能弁{/r}なるスシガミ。\nいつだって{r[だ]}出{/r}し{r[お]}惜{/r}しみナシの{r[おおばん]}大盤{/r}ぶるまい。
GodInfo_God019	フクロウの{r[すがた]}姿{/r}をとったスシガミ。\n{r[くちぐせ]}口癖{/r}は「ホゥ」だが、ため{r[いき]}息{/r}ではない。
GodInfo_God020	スシとはいったい{r[なん]}何{/r}であるのか…と、\n{r[つね]}常{/r}に{r[かんが]}考{/r}え{r[つづ]}続{/r}けている{r[はくしき]}博識{/r}な{r[てつがくしゃ]}哲学者{/r}。
GodInfo_God022	サボテンの{r[すがた]}姿{/r}をとったスシガミ。\n{r[からだ]}体{/r}のトゲは{r[じぶん]}自分{/r}も{r[いた]}痛{/r}かったので{r[な]}無{/r}くした。
GodInfo_God023	{r[お]}落{/r}ち{r[こ]}込{/r}んでいる{r[とき]}時{/r}には{r[うた]}歌{/r}と{r[おど]}踊{/r}りで{r[はげ]}励{/r}ましてく\nれる、{r[ようき]}陽気{/r}で{r[たの]}頼{/r}もしいエンターテイナー。
GodInfo_God025	ウサギの{r[すがた]}姿{/r}をとったスシガミ。\n{r[おどろ]}驚{/r}いたり{r[こうふん]}興奮{/r}すると{r[みみ]}耳{/r}がピンと{r[た]}立{/r}ち{r[あ]}上{/r}がる。
GodInfo_God026	{r[きゃくりょく]}脚力{/r}だけではなく、{r[わんりょく]}腕力{/r}にも{r[じしん]}自信{/r}あり。\nパワーの{r[みなもと]}源{/r}はジューシーなフルーツらしい。
GodInfo_God027	{r[そうめい]}聡明{/r}にして{r[ゆうかん]}勇敢{/r}なるスシガミ。\n{r[じょうしつ]}上質{/r}な{r[ちりょく]}知力{/r}と{r[からだ]}体{/r}を{r[つく]}作{/r}るのは、{r[もちろん]}勿論{/r}フルーツ。
GodInfo_God028	キツネの{r[すがた]}姿{/r}をとったスシガミ。\nニンジャのごとく、{r[おんみつこうどう]}隠密行動{/r}に{r[た]}長{/r}けている。
GodInfo_God029	つかみどころのない{r[ふしぎ]}不思議{/r}な{r[せいかく]}性格{/r}。\n{r[くちはっちょうてはっちょう]}口八丁手八丁{/r}で、{r[ひと]}人{/r}を{r[ば]}化{/r}かすのが{r[とくい]}得意{/r}。
GodInfo_God031	モグラの{r[すがた]}姿{/r}をとったスシガミ。\nゴーグルの{r[した]}下{/r}には{r[つぶ]}円{/r}らな{r[ひとみ]}瞳{/r}が{r[かく]}隠{/r}されている。
GodInfo_God034	サルの{r[すがた]}姿{/r}をとったスシガミ。\nたまに{r[き]}木{/r}から{r[お]}落{/r}ちることがある。
GodInfo_God035	{r[じゆう]}自由{/r}を{r[あい]}愛{/r}する、まさにフリーダムな{r[せいかく]}性格{/r}。\n{r[かる]}軽{/r}い{r[み]}身{/r}のこなしは{r[きょくげいし]}曲芸師{/r}のように{r[みごと]}見事{/r}。
