\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
SushiLikerRankName_00	Lowest
SushiLikerRankName_01	2
SushiLikerRankName_02	3
SushiLikerRankName_03	4
SushiLikerRankName_04	5
SushiLikerRankName_05	6
SushiLikerRankName_06	7
SushiLikerRankName_07	8
SushiLikerRankName_08	9
SushiLikerRankName_09	10
PlayerTitledName_00	Republic Boy
PlayerTitledName_00_f	Republic Girl
PlayerTitledName_01	Rookie Striker
PlayerTitledName_02	SLF Recruit
PlayerTitledName_03	Guerilla Striker
PlayerTitledName_04	The SLF's New Hope
PlayerTitledName_05	Vanguard Striker
PlayerTitledName_06	SLF Leader
PlayerTitledName_07	Silent Striker
PlayerTitledName_08	Sushi Connoisseur
PlayerTitledName_09	The World's New Hope
PlayerTitledName_10	Ultimate Striker
PlayerName	Musashi
DecimalPoint	.
\database\database_favPowerInfo.msbt
SushiFavPowerInfo_Kappa	Increases your attack damage\nby {c[ffae00]}18%{c[000000]} while all of your\nskill gauges are full.
SushiFavPowerInfo_Tamago	Increases the EXP your reserve\nsushi sprites earn by {c[ffae00]}18%{c[000000]}.
SushiFavPowerInfo_Inari	Restores {c[ffae00]}3%{c[000000]} of your\nHP every {c[ffae00]}20 seconds{c[000000]}.
SushiFavPowerInfo_Salmon	Increases the time limit to link plates\nfrom {c[ffae00]}7 seconds{c[000000]} to {c[ffae00]}8 seconds {c[000000]}while\nyour HP is at {c[ffae00]}40%{c[000000]} or less.
SushiFavPowerInfo_Aji	Increases your score by {c[ffae00]}8%{c[000000]}.
SushiFavPowerInfo_Ika	Restores your HP by {c[ffae00]}2% {c[000000]}for\nevery {c[ffae00]}40 plates{c[000000]} you eat.
SushiFavPowerInfo_Tako	Fills all of your skill gauges by {c[ffae00]}30%{c[000000]}\nif you take damage equal to {c[ffae00]}15%{c[000000]}\nor more of your max HP.
SushiFavPowerInfo_Buri	Increases the speed\nof your lanes by {c[ffae00]}12%{c[000000]}.
SushiFavPowerInfo_CaliforniaRoll	Increases your HP recovery from\nsweets and fruit by {c[ffae00]}35%{c[000000]} while\nyour HP is at {c[ffae00]}25%{c[000000]} or less.
SushiFavPowerInfo_Engawa	Decreases the amount of damage\nyou take by {c[ffae00]}1% {c[000000]}for every {c[ffae00]}9 plates\n{c[000000]}of favorite sushi you eat.
SushiFavPowerInfo_Hotate	Restores {c[ffae00]}3%{c[000000]} of your max HP\nif you take damage equal to {c[ffae00]}9%{c[000000]}\nor more of your max HP.
SushiFavPowerInfo_Ebi	Increases the EXP you and your\nactive sushi sprites earn by {c[ffae00]}9%{c[000000]}.
SushiFavPowerInfo_Anago	Decreases the amount of damage you\ntake by {c[ffae00]}2%{c[000000]} every {c[ffae00]}15 seconds{c[000000]}.
SushiFavPowerInfo_Kinmedai	Decreases the amount of damage\nyou take by {c[ffae00]}10%{c[000000]}.
SushiFavPowerInfo_Ikura	Increases your HP recovery\nfrom sweets by {c[ffae00]}15%{c[000000]}.
SushiFavPowerInfo_Tarabagani	Increases your attack damage\nby {c[ffae00]}25%{c[000000]} while under the effect\nof an enemy skill with a time limit.
SushiFavPowerInfo_Uni	Increases the duration of your\nskill effects by {c[ffae00]}18%{c[000000]}.
SushiFavPowerInfo_BotanEbi	Increases your HP recovery\nfrom sweets by {c[ffae00]}40%{c[000000]} while\nunder the effects of an\nenemy skill with a time limit.
SushiFavPowerInfo_Ootoro	Increases your attack damage\nby {c[ffae00]}2%{c[000000]} for every {c[ffae00]}60{c[000000]} {c[ffae00]}plates{c[000000]} you eat.
SushiFavPowerInfo_CornWarship	Increases your attack damage\nby {c[ffae00]}2%{c[000000]} every {c[ffae00]}15 seconds{c[000000]}.
SushiFavPowerInfo_EbimayoWarship	Fills your jubilee gauge\nhalfway when battle starts.
SushiFavPowerInfo_NegitoroWarship	Decreases the duration of\nenemy skill effects by {c[ffae00]}20%{c[000000]}.
SushiFavPowerInfo_Katuo	Increases your attack damage\nby {c[ffae00]}1%{c[000000]} for every {c[ffae00]}10 plates{c[000000]}\nof favorite sushi you eat.
SushiFavPowerInfo_Bintoro	Increases your HP recovery from\nsweets and fruit by {c[ffae00]}20%{c[000000]} but also\nincreases the time you can't move\nafter eating wasabi by {c[ffae00]}20%{c[000000]}.
SushiFavPowerInfo_Amaebi	Decreases the amount of time you\ncan't move after eating wasabi\nby {c[ffae00]}50%{c[000000]} but also decreases\nHP recovery by {c[ffae00]}50%{c[000000]}.
SushiFavPowerInfo_Maguro	Increases your attack damage\nby {c[ffae00]}15%{c[000000]} while one of your skills\nwith a time limit is active.
SushiFavPowerInfo_Ebitenroll	Decreases the amount of damage\nyou take by {c[ffae00]}25%{c[000000]} while all of your\nskill gauges are full.
SushiFavPowerInfo_ShirasuWarship	Increases your attack damage by\n{c[ffae00]}25%{c[000000]} while your HP is at {c[ffae00]}25%{c[000000]} or less.
SushiFavPowerInfo_Torosalmon	Increases the time limit to link plates\nfrom {c[ffae00]}7 seconds{c[000000]} to {c[ffae00]}8.5 seconds {c[000000]}while\none of your skills with a time limit\nis active.
SushiFavPowerInfo_Rainbowroll	Increases your attack damage by {c[ffae00]}3%{c[000000]}\neach time you take damage equal\nto {c[ffae00]}12% {c[000000]}or more of your max HP.
SushiFavPowerInfo_Unagi	Restores {c[ffae00]}15%{c[000000]} of your max HP\nif you take damage equal to\n{c[ffae00]}30% {c[000000]}or more of your max HP.
SushiFavPowerInfo_Chuutoro	Increases your attack\ndamage by {c[ffae00]}9%{c[000000]}.
SushiFavPowerInfo_LegendTorosalmon	Decreases the amount of damage\nyou take by {c[ffae00]}3%{c[000000]} each time you take\ndamage equal to {c[ffae00]}12% {c[000000]}or more of\nyour max HP.
SushiFavPowerInfo_SalmonRoast	Increases the time limit to link plates\nfrom {c[ffae00]}7 seconds{c[000000]} to {c[ffae00]}7.5 seconds{c[000000]}.
SushiFavPowerInfo_EbiRoast	Increases EXP your sushi sprites\nearn by {c[ffae00]}7%{c[000000]}.
SushiFavPowerInfo_EngawaRoast	Decreases the amount of damage\nyou take by {c[ffae00]}2%{c[000000]} for every {c[ffae00]}50 plates\n{c[000000]}you eat.
SushiFavPowerInfo_HotateRoast	Restores {c[ffae00]}5%{c[000000]} of your max HP\nif you take damage equal to {c[ffae00]}12%{c[000000]}\nor more of your max HP.
\database\database_godInfo.msbt
GodInfo_God001	Said to conceal a power\nof the highest order.
GodInfo_God002	Awakened form.\nReally enjoys a good\nbrushing now and again.
GodInfo_God003	Ascendant form.\nThe only true match for Gourai.
GodInfo_God004	A pure fighter with serious\nattention to detail.
GodInfo_God005	Leaves no dirt uncleaned and\nwashes everything with water.
GodInfo_God007	Ever magnanimous and\ndoesn't sweat the small stuff.
GodInfo_God008	Said to feed all good and\nsuffering folks with sushi\nuntil their bellies are full.
GodInfo_God010	Its true power is hard\nto imagine from this form.
GodInfo_God011	Always gives its all and tries\nits best—doesn't understand\nthe meaning of halfway.
GodInfo_God012	Rigid and sturdy. Mows down\nenemies, with footing as\nresilient as a large tree.
GodInfo_God013	Emits floating sparkles\nwhen it runs.
GodInfo_God014	Has a sharp aesthetic sensibility\nyet believes inner beauty is\nmore important than external.
GodInfo_God016	Known for its fanciful silk hat.
GodInfo_God017	A magician that loves to talk.\nEnthusiastically discloses the\nsecrets of its tricks...it seems.
GodInfo_God018	Extravagant yet elegant.\nAlways willing to host\na lavish feast.
GodInfo_God019	Likes to hoot.
GodInfo_God020	A wise philosopher\ncontinually pondering\nthe true nature of sushi.
GodInfo_God022	Didn't enjoy being pricked\nby its own spines, so it lost them.
GodInfo_God023	A cheerful entertainer who\nalways tries to lift others' spirits\nwith dancing and singing.
GodInfo_God025	Its ears stand up when\nexcited or surprised.
GodInfo_God026	Extremely confident in its arm\nand leg strength. The source\nof its power is delicious fruit.
GodInfo_God027	Sagacious and brave.\nOwes its strong intelligence\nand body to fruit, of course.
GodInfo_God028	Excels at stealth ops\nlike a ninja.
GodInfo_God029	Aloof, mysterious, eloquent,\nand competent, it specializes\nin imitating humans.
GodInfo_God031	Its round eyes are hidden\nunder its goggles.
GodInfo_God034	Sometimes falls out of trees.
GodInfo_God035	A true free spirit, the ease with\nwhich it controls its nimble body\nmakes it a natural acrobat.
GodInfo_God037	Curious and very knowledgeable.
GodInfo_God038	Freezes in cold environments,\nso it takes Honokan with it a lot.
GodInfo_God042	The only true match for Jinrai.\nIts abilities change based\non the heart of its pledge.
GodInfo_God043	Can sometimes be found\nchasing its own tail.
GodInfo_God044	The pads of its feet are squishy\nand feel so amazing you'll want\nto touch them forever...
GodInfo_God045	Sturdy and magnificent,\nit never gives up no matter\nhow hard it's pushed.
GodInfo_God046	Feels warm to the touch.
GodInfo_God047	Can make a light shine from\nwithin, which makes its body\ntransparent when it refracts.
GodInfo_God048	Shining and mysterious, it's\nknown as a messiah of battle,\nalways extending a helping hand.
GodInfo_God049	Experiences severe mood\nswings based on the weather.
GodInfo_God050	More power means more heat!\nThis is the sushi sprite to have\nby your side on a cold day.
GodInfo_God051	Hearty and courageous,\nits flames can be hellish\nor a light in the dark.
GodInfo_God052	Panics easily and\nfalls over a lot.
GodInfo_God053	When it spins around, its\nfluttering, falling petals\nare a beauty to behold.
GodInfo_God054	Ever charitable and kind,\nits warm tolerance gently\nembraces everything.
GodInfo_God055	Moves gracefully and\nhas an elegant scent.
GodInfo_God056	Elegant and well mannered,\nit has perfectly mastered\nsushi table manners.
GodInfo_God057	Beautiful and refined,\nits charming thorns slice\nthe air with a sharp sound.
GodInfo_God058	Gets very angry if anyone\npets its neck scales.
GodInfo_God059	The roar from its stomach\nis enough to stop any who\nhear it dead in their tracks.
GodInfo_God060	Heroic and austere, none can\nresist its overwhelming power.
GodInfo_God061	So heavy no human\ncould move it.
GodInfo_God062	Skillfully moves its vibrant\nform in dance while playing\na strange sound on its flute.
GodInfo_God063	Majestic and divine,\nits heroic aura makes\nfor an absolute shield.
GodInfo_God064	Surprises itself if it looks\nin the mirror at night.
GodInfo_God065	The clock it holds is melting\ndue to the immense magical\npower possessed by this sprite.
GodInfo_God066	Able to blend into the night, this\nchaotic sprite has sacrificed its\nsoul in pursuit of victory in battle.
GodInfo_God067	Prefers tomato juice to blood.
GodInfo_God068	Mostly spends its time hanging\nupside down. Sensitive to sound,\nit wakes up at the slightest noise.
GodInfo_God069	Bewitching and grand,\nit enchants anyone\nwho meets its eyes.
GodInfo_God070	Has an evil eye.
GodInfo_God071	Frequently winding its key to\nmake it happy is the duty of\nany respectable sushi striker.
GodInfo_God073	Its glowing body becomes\na signal at twilight.
GodInfo_God074	Punishes without mercy\nany who dare eat sushi\nwith bad manners.
GodInfo_God076	Has a calm personality\nbut a bit of a creepy laugh.
GodInfo_God077	Able to steal plates easily thanks\nto its flexible vines. Moves even\nfaster in sunlit environments.
GodInfo_God079	Tough on itself\nand its opponents.
GodInfo_God080	Prefers its food as cold as\npossible, so it flows sushi so\nchilled it's basically frozen.
GodInfo_God082	Easy on itself but\ntough on opponents.
GodInfo_God083	Has nimble fingers and knitted\nits scarf and gloves by hand.\nMade lots of spares also.
GodInfo_God085	In humid environments its\nstanding fur slumps down.
GodInfo_God086	Built like a leader and cares for\nits companions. Deep in its cold\neyes, a resolute passion burns.
GodInfo_God088	Moves its tongue and tail\nat the same time on occasion.
GodInfo_God089	Absorbs all kinds of powers\nwith its strange rainbow cape\nand makes them its own.
GodInfo_God091	Has a playful face\nbut is a bit wild.
GodInfo_God094	It's said that something will\nhappen when its eyes open...
GodInfo_God097	Of tremendous moral character.
GodInfo_God098	Sturdy of body and kind of heart,\nit beats its tail against its body\nfor encouragement in battle.
GodInfo_God100	Has a small body but great\nconfidence and attitude.
GodInfo_God103	Takes pride in being\nharder than Konkan.
GodInfo_God104	Only jams classic gems from its\nboom box. Firmly believes that,\nin music, passion is everything.
GodInfo_God106	Takes pride in being\nharder than Hakkan.
GodInfo_God107	Only jams hip-hop hits from its\nboom box. Firmly believes that,\nin music, popularity is everything.
GodInfo_God109	Has the ability to silently\nserve wasabi like the wind.
GodInfo_God112	Has the most indifferent\npersonality of all sushi sprites.
GodInfo_God113	Can freely control the weather.\nIf you ask nicely, it'll make\nit snow in the summertime.
GodInfo_God115	Scatters its spores\nat the slightest impact.
GodInfo_God116	Prefers places with high humidity,\nlike forests. Its antennas light\nup to the sound of its bell.
GodInfo_God118	Has never lost in\nthe laughing game.
GodInfo_God119	Stare too long at its weird, open\neye and your happiness, hope,\nand true feelings will be stolen...
GodInfo_God121	Always on the lookout\nfor something fun to do.
GodInfo_God122	Always in a good mood,\nit likes to play by bouncing\nalong like a rubber ball.
GodInfo_God124	Proudly lies about being\na messenger from hell.
GodInfo_God125	Behaves like a clown.\nHas several grand, made-up\nstories as part of its act.
GodInfo_God127	Its protective hat\nis ever vigilant.
GodInfo_God128	Can fly through the air on a leaf.\nEver proud of its thick beard\nand takes care of it daily.
GodInfo_God130	Can carry on a conversation\neven when sleeping.
GodInfo_God131	Can eat peoples' nightmares.\nSometimes eats their old\ndreams too...by mistake.
GodInfo_God133	Smoothly slides its sunglasses\ndown when feeling confident.
GodInfo_God134	Has a musician's disposition\nand sometimes has jam\nsessions with Konkan.
GodInfo_God136	Its petals smell like the sun.
GodInfo_God137	When spring passes,\nits petals get fuzzy\nand make a funky shape...
GodInfo_God139	Its mischievous side\nis quite charming.
GodInfo_God140	Enjoys winding Dollkan's\nkey backward and hiding\nBakuzo's pillow.
GodInfo_God142	Creates a vacuum when\nit takes a breath.
GodInfo_God145	Quite crafty, but lacks the\ncourage to put it to use.
GodInfo_God146	When its close to nightfall,\nit wants to sing love songs\nso passionate they burn.
GodInfo_God148	If it's bandaged up,\nit's unstoppable.
\database\database_godSkillInfo.msbt
GodSkillInfo_Double	{b}Makes attacks split in two\nand deal double damage!{/b}
GodSkillEffective_Double	Number of shots: \x0e\x01\x06\0
GodSkillInfo_ShockShoot	{b}Charges plates with electricity,\nincreasing their attack power!{/b}
GodSkillEffective_ShockShoot	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SoulShoot	{b}For six seconds, allows user\nto deal more powerful attacks\nin exchange for HP.{/b}
GodSkillEffective_SoulShoot	Soul Shot power: \x0e\x01\x08\0
GodSkillInfo_DishAtkUp	{b}For nine seconds, attacks\nwill be more likely to break\nopponent's plate stacks!{/b}
GodSkillEffective_DishAtkUp	Likelihood increase: \x0e\x01\t\0x
GodSkillInfo_FesHunt	{b}Steals some of opponent's\njubilee gauge when an\nattack lands!{/b}
GodSkillEffective_FesHunt	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_TableBreak	{b}Slams a big pair of chopsticks\non opponent's table,\ndestroying any plate stacks!{/b}
GodSkillEffective_TableBreak	Plates to activate: \x0e\x01\n\0
GodSkillInfo_DirectAttack	{b}Slams a big pair of chopsticks\non opponent's head,\ndealing direct damage!{/b}
GodSkillEffective_DirectAttack	Amount of damage: \x0e\x01\x08\0
GodSkillInfo_ShockShoot2	{b}Charges plates with lightning,\nincreasing attack power!{/b}
GodSkillInfo_100Free	{b}All user's plates turn the\nsame color, allowing\nmaximum linkage!{/b}
GodSkillEffective_100Free	Plates to activate: \x0e\x01\n\0
GodSkillInfo_EatMyway	{b}Allows user to link plates\neven if there are different\ncolor plates in the way!{/b}
GodSkillEffective_EatMyway	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_EatVacuum	{b}Allows user to link any plates\nregardless of color!{/b}
GodSkillEffective_EatVacuum	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_AddInsidiouslyDish	{b}Adds three plates to whatever\nnumber linked!{/b}
GodSkillEffective_AddInsidiouslyDish	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_DishRankEne	{b}Lowers the quality of sushi\nflowing out of opponent's\nshrine by one plate color!{/b}
GodSkillEffective_DishRankEne	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SushiDisappear	{b}Makes the sushi flowing\nout of opponent's shrine\nvanish from its plates!{/b}
GodSkillEffective_SushiDisappear	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_LaneHighClass	{b}Raises the quality of sushi\nflowing out of user's shrine!{/b}
GodSkillEffective_LaneHighClass	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_ComboBonus	{b}Increases combo attack\ndamage for 10 seconds!{/b}
GodSkillEffective_ComboBonus	Damage multiplier: \x0e\x01\x08\0x
GodSkillInfo_LaneFill	{b}Fills all empty spaces in user's\nlanes with fresh sushi!{/b}
GodSkillEffective_LaneFill	Plates to activate: \x0e\x01\n\0
GodSkillInfo_DamageReflection	{b}Allows user to deal damage\nin retaliation against one\nplate attack!{/b}
GodSkillEffective_DamageReflection	Counterattack multiplier: \x0e\x01\x08\0x
GodSkillInfo_Skeleton	{b}Makes user invisible,\npreventing attack damage!{/b}
GodSkillEffective_Skeleton	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_LightClothes	{b}Prevents damage from\nattacks containing plates\nof salmon or tuna!{/b}
GodSkillInfo_BarrierShield	{b}Creates a shield that reduces\ndamage taken from\nopponent's plates!{/b}
GodSkillEffective_BarrierShield	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_RobSheld	{b}Steals all of the plates\nfrom opponent's attacks!{/b}
GodSkillEffective_RobSheld	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SweetsHeaven	{b}Makes sweets appear in user's\nlanes—tap them to eat them\nand restore HP!{/b}
GodSkillEffective_SweetsHeaven	Quality of sweets: \x0e\x01\x08\0
GodSkillInfo_FruitsParadise	{b}Makes only plates of fruit\nflow out of user's shrine,\nrestoring HP when eaten!{/b}
GodSkillEffective_FruitsParadise	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_LifeHunter	{b}Makes all attacks that hit\nopponent steal some HP!{/b}
GodSkillEffective_LifeHunter	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_TableDishLifeup	{b}Converts all plate stacks\non user's table into energy\nthat restores HP!{/b}
GodSkillEffective_TableDishLifeup	Restorative power: \x0e\x01\x08\0x
GodSkillInfo_SkillCharge	{b}Makes skill gauges fill\nthree times as fast!{/b}
GodSkillEffective_SkillCharge	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SkillGaugeHunt	{b}Makes all attacks that hit\nopponent steal some of\ntheir skill gauges!{/b}
GodSkillEffective_SkillGaugeHunt	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SkillCopy	{b}Copies an opponent's skill\nimmediately after use!{/b}
GodSkillEffective_SkillCopy	Plates to activate: \x0e\x01\n\0
GodSkillInfo_SkillTerminate	{b}Removes all active skill effects!{/b}
GodSkillEffective_SkillTerminate	Plates to activate: \x0e\x01\n\0
GodSkillInfo_SkillUseNgAll	{b}Prevents any skill usage!{/b}
GodSkillEffective_SkillUseNgAll	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_SkillUseNgEne	{b}Prevents opponent\nfrom using any skills!{/b}
GodSkillEffective_SkillUseNgEne	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_HpChange	{b}Swaps user's current HP\nwith opponent's!{/b}
GodSkillEffective_HpChange	Plates to activate: \x0e\x01\n\0
GodSkillInfo_EnemyLaneSpd	{b}Makes opponent's lanes\nmove three times as fast!{/b}
GodSkillEffective_EnemyLaneSpd	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_LaneSpdAll	{b}Makes all lanes move\ntwice as fast!{/b}
GodSkillEffective_LaneSpdAll	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_CmnMonopoly	{b}Hides shared lane\nfrom opponent!{/b}
GodSkillEffective_CmnMonopoly	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_ShrineBlind	{b}Makes walls appear on\nopponent's lanes,\nreducing visibility!{/b}
GodSkillEffective_ShrineBlind	Duration: \x0e\x01\x07\0 seconds
GodSkillInfo_Oke	{b}Makes rice tubs appear\nin opponent's lanes,\nblocking the way!{/b}
GodSkillEffective_Oke	Tub appearance rate: \x0e\x01\x08\0%
GodSkillInfo_Wasabi	{b}Mixes plates of wasabi\ninto opponent's lanes!{/b}
GodSkillEffective_Wasabi	Wasabi mix-in rate: \x0e\x01\x08\0%
GodSkillInfo_NgAutoShoot	{b}Disables opponent's\nautoshoot and removes\nany unshot plate stacks!{/b}
